"","j_sys_pwsid","j_pop","j_conn","j_sys_name","j_county","j_class_new","r_sys_pwsid","r_sys_name","r_type","r_county","route_name","distance_feet","merge_type","elevation_j","elevation_r","route_elev_min","route_elev_max","route_elev_mean","route_elev_range"
"93","CA0600032",80,1,"WILDERNESS UNLIMITED","COLUSA","SWS","CA0610004","CITY OF WILLIAMS","Community water system","COLUSA","CA0600032 WILDERNESS UNLIMITED - CA0610004 CITY OF WILLIAMS",7435.817918496,"Route",19.89353,21.76824,20.46774,22.07834,21.546495,1.6106
"94","CA0600065",451,38,"COLUSA INDUSTRIAL PROPERTIES","COLUSA","SWS","CA0610002","CITY OF COLUSA","Community water system","COLUSA","CA0600065 COLUSA INDUSTRIAL PROPERTIES - CA0610002 CITY OF COLUSA",5412.6671020224,"Route",15.11989,15.78053,15.09508,16.52758,15.969108,1.4325
"95","CA0605002",390,5,"MORNING STAR PKG. CO.-WMS.","COLUSA","SWS","CA0610004","CITY OF WILLIAMS","Community water system","COLUSA","CA0605002 MORNING STAR PKG. CO.-WMS. - CA0610004 CITY OF WILLIAMS",9259.3665657504,"Route",29.20637,25.13651,25.13651,31.08512,27.18172,5.94861
"96","CA0605005",26,1,"KINGDOM HALL OF JEHOVAH'S WITNESS-WMS","COLUSA","SWS","CA0610004","CITY OF WILLIAMS","Community water system","COLUSA","CA0605005 KINGDOM HALL OF JEHOVAH'S WITNESS-WMS - CA0610004 CITY OF WILLIAMS",2416.10845764288,"Route",26.73484,25.13651,25.13651,27.47213,26.101618,2.33562
"97","CA0701706",50,1,"LOS VAQUEROS MARINA BLDG","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"98","CA0701707",100,1,"LOS VAQUEROS INTERPRETIVE CENTER","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"99","CA0706004",170,50,"OAKLEY MUTUAL WATER COMPANY","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706004 OAKLEY MUTUAL WATER COMPANY - CA0710003 CONTRA COSTA WATER DISTRICT",129.899588286336,"Route",-0.06622,-0.28222,-0.29431,-0.11106,-0.229197,0.18325
"100","CA0706005",140,70,"FARRAR PARK PROPERTY OWNERS","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706005 FARRAR PARK PROPERTY OWNERS - CA0710003 CONTRA COSTA WATER DISTRICT",916.73858679216,"Route",-0.78253,0.20778,-0.79257,0.52681,0.144866,1.31938
"101","CA0706007",20,7,"VILLA DE GUADALUPE","CONTRA COSTA","SWS","CA0710004","BRENTWOOD","Community water system","CONTRA COSTA","CA0706007 VILLA DE GUADALUPE - CA0710004 BRENTWOOD",5670.9669937008,"Route",29.96012,26.1445,26.1445,30.57744,28.567018,4.43294
"102","CA0706014",35,40,"ANCHOR MARINA","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706014 ANCHOR MARINA - CA0710003 CONTRA COSTA WATER DISTRICT",7464.7914484176,"Route",1.78685,0.20778,-1.44949,0.7491,-0.154375,2.19859
"103","CA0706015",35,12,"NEW DOCS MARINA","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706015 NEW DOCS MARINA - CA0710003 CONTRA COSTA WATER DISTRICT",2509.4723392728,"Route",-0.03872,-0.47062,-0.76181,4.02081,1.756619,4.78262
"104","CA0706022",50,1,"BYRON UNITED METHODIST","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706022 BYRON UNITED METHODIST - CA0710003 CONTRA COSTA WATER DISTRICT",3922.95366347808,"Route",8.82041,9.95947,9.54966,11.09944,10.10685,1.54978
"105","CA0706027",300,1,"ORIN ALLEN YOUTH REHAB FACILITY","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706027 ORIN ALLEN YOUTH REHAB FACILITY - CA0710003 CONTRA COSTA WATER DISTRICT",4444.74563926272,"Route",4.44334,4.57028,4.41869,5.28912,4.703172,0.87043
"106","CA0706028",350,4,"KNIGHTSEN ELEMENTARY SCHOOL","CONTRA COSTA","SWS","CA0710007","DIABLO WATER DISTRICT","Community water system","CONTRA COSTA","CA0706028 KNIGHTSEN ELEMENTARY SCHOOL - CA0710007 DIABLO WATER DISTRICT",4912.8951526248,"Route",8.83697,10.89486,7.97172,10.89486,9.008055,2.92314
"107","CA0706029",600,2,"EXCELSIOR MIDDLE SCHOOL","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706029 EXCELSIOR MIDDLE SCHOOL - CA0710003 CONTRA COSTA WATER DISTRICT",1939.68895808688,"Route",10.01822,9.95947,9.95947,10.70057,10.203956,0.7411
"108","CA0706030",80,65,"NEW LIFE MARINA","CONTRA COSTA","SWS","CA0710007","DIABLO WATER DISTRICT","Community water system","CONTRA COSTA","CA0706030 NEW LIFE MARINA - CA0710007 DIABLO WATER DISTRICT",6858.993080016,"Route",1.34,0,-1.83197,3.25089,1.550699,5.08286
"109","CA0706031",200,2,"COUNTRY JUNCTION DELI","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706031 COUNTRY JUNCTION DELI - CA0710003 CONTRA COSTA WATER DISTRICT",1882.37803008816,"Route",9.65288,9.37544,9.04163,9.37544,9.143149,0.33381
"110","CA0706032",54,2,"BETHEL MISSIONARY BAPTIST","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"111","CA0706037",75,1,"BETHEL BAPTIST CHURCH","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706037 BETHEL BAPTIST CHURCH - CA0710003 CONTRA COSTA WATER DISTRICT",799.18295668992,"Route",-1.3085,-1.22753,-1.22753,-0.77775,-1.036063,0.44978
"112","CA0706042",80,2,"BETHEL ISLAND GOLF COURSE & COUNTRY CLUB","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706042 BETHEL ISLAND GOLF COURSE & COUNTRY CLUB - CA0710003 CONTRA COSTA WATER DISTRICT",1113.34276930272,"Route",-0.63347,-1.22187,-1.64237,-1.22187,-1.508983,0.4205
"113","CA0706045",65,1,"WAHL FAMILY WATER SYSTEM","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706045 WAHL FAMILY WATER SYSTEM - CA0710003 CONTRA COSTA WATER DISTRICT",303.068791625952,"Route",0.47441,0.20778,0.20778,0.71053,0.376211,0.50275
"114","CA0706049",60,1,"ALOHA CLUB","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706049 ALOHA CLUB - CA0710003 CONTRA COSTA WATER DISTRICT",1892.05895142,"Route",8.81806,9.36956,8.53569,9.37544,9.095155,0.83975
"115","CA0706050",60,61,"THOMAS DENOVA LLC WATER SYSTEM","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"116","CA0706054",100,7,"BETHEL MARKET","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706054 BETHEL MARKET - CA0710003 CONTRA COSTA WATER DISTRICT",164.041176857184,"Route",0.80225,0.20778,0.20778,0.72772,0.37703,0.51994
"117","CA0706055",70,1,"TUGS","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706055 TUGS - CA0710003 CONTRA COSTA WATER DISTRICT",305.133222122784,"Route",0.29075,0.20778,-0.4765,0.52681,0.266539,1.00331
"118","CA0706056",150,2,"DELTA SPORTSMAN","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706056 DELTA SPORTSMAN - CA0710003 CONTRA COSTA WATER DISTRICT",410.638937321712,"Route",-0.46622,0.20778,-0.27559,0.52681,0.209095,0.8024
"119","CA0706059",120,2,"GAS N SAVE","CONTRA COSTA","SWS","CA0710007","DIABLO WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"120","CA0706102",35,6,"BAY STANDARDS","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706102 BAY STANDARDS - CA0710003 CONTRA COSTA WATER DISTRICT",5735.0768113056,"Route",18.34,18.33363,17.74291,19.40103,18.350565,1.65812
"121","CA0706112",65,1,"EBRPD ROUND VALLEY WATER SYSTEM","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0706112 EBRPD ROUND VALLEY WATER SYSTEM - CA0710003 CONTRA COSTA WATER DISTRICT",7291.6490373408,"Route",131.57803,66.65081,66.65081,84.7784,76.388112,18.12759
"122","CA0707501",60,32,"ANGLER S RANCH #3","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707501 ANGLER S RANCH #3 - CA0710003 CONTRA COSTA WATER DISTRICT",6106.0950090624,"Route",-0.18231,0.20778,-1.54047,0.52681,-0.160019,2.06728
"123","CA0707502",45,3,"EBRPD BLACK DIAMOND MINES","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707502 EBRPD BLACK DIAMOND MINES - CA0710003 CONTRA COSTA WATER DISTRICT",6430.7515358592,"Route",319.52487,0,103.14008,221.97113,164.771511,118.83105
"124","CA0707503",45,3,"BETHEL HARBOR","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707503 BETHEL HARBOR - CA0710003 CONTRA COSTA WATER DISTRICT",10273.827302904,"Route",0.8,-0.85191,-1.56938,1.64405,-0.458154,3.21343
"125","CA0707507",380,125,"WILLOW PARK MARINA","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707507 WILLOW PARK MARINA - CA0710003 CONTRA COSTA WATER DISTRICT",4725.97172391696,"Route",0.30319,-0.83222,-0.83222,0.98037,0.078171,1.81259
"126","CA0707509",100,1,"DELTA BAR AND GRILL","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707509 DELTA BAR AND GRILL - CA0710003 CONTRA COSTA WATER DISTRICT",2.961261067116,"Route",0.223,0.13778,0.13778,0.14578,0.14178,0.008
"127","CA0707511",22,8,"CASTLEROCK WATER SYS","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"128","CA0707517",32,10,"COLONIA SANTA MARIA","CONTRA COSTA","SWS","CA0710004","BRENTWOOD","Community water system","CONTRA COSTA","CA0707517 COLONIA SANTA MARIA - CA0710004 BRENTWOOD",7163.4815483616,"Route",28.08628,26.1445,26.1445,29.69303,27.999179,3.54853
"129","CA0707519",49,58,"DUTCH SLOUGH WATER WORKS","CONTRA COSTA","SWS","CA0710007","DIABLO WATER DISTRICT","Community water system","CONTRA COSTA","CA0707519 DUTCH SLOUGH WATER WORKS - CA0710007 DIABLO WATER DISTRICT",2635.33718115888,"Route",0.28192,-0.25059,-0.25059,3.94202,2.190625,4.19261
"130","CA0707521",90,2,"BYRON CORNERS INC","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707521 BYRON CORNERS INC - CA0710003 CONTRA COSTA WATER DISTRICT",6021.4519460832,"Route",8.18875,9.95947,8.39266,11.09944,10.044502,2.70678
"131","CA0707523",200,62,"FLAMINGO MOBILE MANOR","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707523 FLAMINGO MOBILE MANOR - CA0710003 CONTRA COSTA WATER DISTRICT",2843.3037377976,"Route",-0.83212,-1.2055,-1.25715,-0.19141,-0.924167,1.06574
"132","CA0707532",55,4,"MCAVOY YACHT HARBOR","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"133","CA0707534",30,50,"LINDQUIST LANDING MARINA","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707534 LINDQUIST LANDING MARINA - CA0710003 CONTRA COSTA WATER DISTRICT",2757.55059743856,"Route",-1.13435,-1.2055,-1.25715,-0.19141,-0.919506,1.06574
"134","CA0707542",120,14,"CONCORD MT DIABLO TRAILRIDE ASSOC.","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"135","CA0707545",350,11,"ORWOOD RESORT","CONTRA COSTA","SWS","CA0710009","TOWN OF DISCOVERY BAY","Community water system","CONTRA COSTA","CA0707545 ORWOOD RESORT - CA0710009 TOWN OF DISCOVERY BAY",5796.8356891632,"Route",3.31306,5.74669,3.99234,6.23097,5.215956,2.23863
"136","CA0707547",250,18,"KNIGHTSEN COMMUNITY WATER SYSTEM","CONTRA COSTA","SWS","CA0710007","DIABLO WATER DISTRICT","Community water system","CONTRA COSTA","CA0707547 KNIGHTSEN COMMUNITY WATER SYSTEM - CA0710007 DIABLO WATER DISTRICT",4971.40697910384,"Route",7.38462,3.57666,3.57666,7.91757,6.747051,4.34091
"137","CA0707550",30,53,"SUNSET HARBOR","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707550 SUNSET HARBOR - CA0710003 CONTRA COSTA WATER DISTRICT",1323.71108969616,"Route",1.34,0.20778,-0.27559,4.0049,0.49,4.28049
"138","CA0707553",216,45,"RIVERVIEW MOBILE HOMES","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"139","CA0707556",160,103,"SANDMOUND MUTUAL","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707556 SANDMOUND MUTUAL - CA0710003 CONTRA COSTA WATER DISTRICT",720.31398601536,"Route",0.01706,1.59297,0.33107,1.59297,0.825023,1.2619
"140","CA0707562",24,10,"VALLEY ORCHARD  MUTUAL WATER SYSTEM","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"141","CA0707564",25,1,"MARIN FOOD SPECIALTIES","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707564 MARIN FOOD SPECIALTIES - CA0710003 CONTRA COSTA WATER DISTRICT",5248.935916092,"Route",9.72316,9.95947,9.54966,11.09944,10.088747,1.54978
"142","CA0707568",90,2,"MACS OLD HOUSE","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"143","CA0707569",210,89,"ANGLERS SUBDIVISION 4","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707569 ANGLERS SUBDIVISION 4 - CA0710003 CONTRA COSTA WATER DISTRICT",3393.04255426224,"Route",3.41603,0.20778,-1.53321,0.52681,0.005464,2.06002
"144","CA0707570",80,2,"BRIDGEHEAD CAFE","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"145","CA0707572",149,45,"BETHEL ISLAND MUTUAL WATER CO","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707572 BETHEL ISLAND MUTUAL WATER CO - CA0710003 CONTRA COSTA WATER DISTRICT",648.97595018256,"Route",-0.404,0.20778,-0.29927,0.52681,0.207652,0.82608
"146","CA0707573",225,119,"DELTA MUTUAL WATER COMPANY","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707573 DELTA MUTUAL WATER COMPANY - CA0710003 CONTRA COSTA WATER DISTRICT",5035.35827143008,"Route",-1.46813,-0.83222,-0.83222,0.98037,0.120092,1.81259
"147","CA0707575",185,66,"FRANKS MARINA","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707575 FRANKS MARINA - CA0710003 CONTRA COSTA WATER DISTRICT",3728.88477938064,"Route",0.93753,-1.2055,-1.25715,0.69981,-0.830321,1.95696
"148","CA0707576",380,195,"PLEASANTIMES MUTUAL WATER CO","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707576 PLEASANTIMES MUTUAL WATER CO - CA0710003 CONTRA COSTA WATER DISTRICT",2447.74920235296,"Route",-0.87262,-1.2055,-1.25715,-0.19141,-0.911844,1.06574
"149","CA0707577",230,89,"RIVERVIEW WATER ASSOCIATION","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707577 RIVERVIEW WATER ASSOCIATION - CA0710003 CONTRA COSTA WATER DISTRICT",6694.0358422608,"Route",-1.49894,-1.2055,-1.71412,-1.05272,-1.293532,0.6614
"150","CA0707585",60,20,"MORAGA HEIGHTS MUTUAL WATER","CONTRA COSTA","SWS","CA0110005","EAST BAY MUD","Community water system","ALAMEDA","CA0707585 MORAGA HEIGHTS MUTUAL WATER - CA0110005 EAST BAY MUD",1782.02783546304,"Route",240.09109,187.96069,187.96069,242.95375,205.055755,54.99306
"151","CA0707588",156,66,"BIG OAK MOBILE HOME PARK WATER","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"152","CA0707589",93,33,"BELLA VISTA WATER SYS","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"153","CA0707591",24,8,"BLUE TIP TRAILER PARK WATER","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"154","CA0707592",150,114,"SUGAR BARGE MARINA","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707592 SUGAR BARGE MARINA - CA0710003 CONTRA COSTA WATER DISTRICT",5023.8589589232,"Route",3.666,-1.2055,-1.54047,3.69287,-0.764871,5.23334
"155","CA0707594",45,16,"CASA MEDANOS WATER SYSTEM","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"156","CA0707595",60,1,"BYRON INN","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707595 BYRON INN - CA0710003 CONTRA COSTA WATER DISTRICT",13199.5125834,"Route",7.02566,9.95947,7.80347,11.09944,10.057357,3.29597
"157","CA0707597",67,24,"SANDY POINT MOBILE HOME PARK","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707597 SANDY POINT MOBILE HOME PARK - CA0710003 CONTRA COSTA WATER DISTRICT",3968.68505549472,"Route",-0.12106,-0.83222,-0.83222,0.98037,0.214419,1.81259
"158","CA0707598",210,75,"CAMINO MOBILEHOME","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707598 CAMINO MOBILEHOME - CA0710003 CONTRA COSTA WATER DISTRICT",3584.12795528832,"Route",9.36747,9.95947,9.22519,11.09944,10.149953,1.87425
"159","CA0707601",110,20,"RUSSOS MOBILE PARK","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707601 RUSSOS MOBILE PARK - CA0710003 CONTRA COSTA WATER DISTRICT",4862.4314144472,"Route",-1.54818,-1.2055,-1.54047,-1.04513,-1.289572,0.49534
"160","CA0707603",287,198,"CLAYTON PALMS WATER","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707603 CLAYTON PALMS WATER - CA0710003 CONTRA COSTA WATER DISTRICT",4763.86637930016,"Route",111.1637,121.25025,110.89869,121.25025,115.510698,10.35156
"161","CA0707608",75,24,"MARINA MOBILE MANOR","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707608 MARINA MOBILE MANOR - CA0710003 CONTRA COSTA WATER DISTRICT",2806.64198342352,"Route",-0.17857,-0.47062,-0.47911,4.02081,1.780177,4.49992
"162","CA0707613",350,172,"WILLOW MOBILE HOME PARK","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707613 WILLOW MOBILE HOME PARK - CA0710003 CONTRA COSTA WATER DISTRICT",8157.858304992,"Route",-1.05069,-1.2055,-1.54047,-1.05272,-1.270901,0.48775
"163","CA0707617",90,2,"WILDWOOD ACRES RESORT","CONTRA COSTA","SWS","CA0110005","EAST BAY MUD","Community water system","ALAMEDA","CA0707617 WILDWOOD ACRES RESORT - CA0110005 EAST BAY MUD",2691.31488554544,"Route",211.64667,183.14859,179.33582,207.41841,188.710975,28.08259
"164","CA0707620",200,1,"CANYON SCHOOL","CONTRA COSTA","SWS","CA0110005","EAST BAY MUD","Community water system","ALAMEDA","CA0707620 CANYON SCHOOL - CA0110005 EAST BAY MUD",715.28064501168,"Route",198.35236,180.20612,179.79451,181.88918,180.619401,2.09467
"165","CA0707623",90,15,"WILCOX STATION RANCH","CONTRA COSTA","SWS","CA0110005","EAST BAY MUD","Community water system","ALAMEDA","CA0707623 WILCOX STATION RANCH - CA0110005 EAST BAY MUD",105.757988295696,"Route",207.96051,180.20612,178.00424,180.20612,179.47216,2.20188
"166","CA0707625",600,46,"GOLDEN EAGLE SMALL WATER SYSTEM","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"167","CA0707630",30,2,"WILLOWEST MARINA WS","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707630 WILLOWEST MARINA WS - CA0710003 CONTRA COSTA WATER DISTRICT",11704.8478107264,"Route",3.6886,-0.85191,-1.30376,-0.56112,-0.941348,0.74264
"168","CA0707639",75,3,"OLD BORGES RANCH WATER SYS","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA",NA,0,"Intersect",0,0,0,0,0,0
"169","CA0707643",40,1,"EBRPD OLD BRIONES REGIONAL PARK","CONTRA COSTA","SWS","CA0110005","EAST BAY MUD","Community water system","ALAMEDA","CA0707643 EBRPD OLD BRIONES REGIONAL PARK - CA0110005 EAST BAY MUD",565.98592458144,"Route",296.65845,0,269.54865,280.75595,275.1523,11.2073
"170","CA0707644",70,5,"EBRPD ALHAMBRA","CONTRA COSTA","SWS","CA0110005","EAST BAY MUD","Community water system","ALAMEDA","CA0707644 EBRPD ALHAMBRA - CA0110005 EAST BAY MUD",565.98592458144,"Route",274.28696,0,269.54865,280.75595,275.1523,11.2073
"171","CA0707800",30,3000,"ALL STAR ACADEMY OF DANVILLE","CONTRA COSTA","SWS","CA0110005","EAST BAY MUD","Community water system","ALAMEDA","CA0707800 ALL STAR ACADEMY OF DANVILLE - CA0110005 EAST BAY MUD",7537.8905707776,"Route",198.59985,223.14345,197.93222,223.14345,214.513929,25.21123
"172","CA0707900",25,1,"EBRPD MORGAN TERRITORY","CONTRA COSTA","SWS","CA0710003","CONTRA COSTA WATER DISTRICT","Community water system","CONTRA COSTA","CA0707900 EBRPD MORGAN TERRITORY - CA0710003 CONTRA COSTA WATER DISTRICT",5010.9421399752,"Route",628.73535,658.78436,623.71191,658.78436,634.276237,35.07245
